     0.019035745       13.432911
     0.035349812       13.635443
     0.046415891       13.594937
     0.057288110       13.878481
     0.071587749       14.040506
     0.086195365       14.162025
      0.10905219       14.243038
      0.13968872       14.384810
      0.16819242       14.587342
      0.20758899       14.769621
      0.25940511       14.931646
      0.33642003       15.154430
      0.40008348       15.336708
      0.46994063       15.478481
      0.60196298       15.762025
      0.77107537       15.964557
      0.93997908       16.187342
       1.2968903       16.491138
       1.5809743       16.734177
       1.8801548       16.936708
       2.6922019       17.341772
       3.1622777       17.605062
       3.8549733       17.848101
       4.7579451       18.111391
       6.1705322       18.435444
       7.3382316       18.759495
       8.3750000       18.947620
       9.0571012       19.083544
       9.4259996       19.132359
       10.609000       19.344413
       11.941000       19.559100
       13.439000       19.795876
       15.126000       20.034929
       17.024000       20.287304
       19.160999       20.502646
       21.566000       20.748018
       24.273001       20.990293
       27.319000       21.221717
       30.747999       21.455031
       34.606998       21.714169
       38.950001       21.974292
       43.839001       22.236239
       49.341000       22.561387
       55.534000       22.826038
       62.504002       23.198744
       68.300003       23.555207
